,Title,Technology Broad Category,Technology Mid-Type,Technology Sub-Type,Status,Rated Power (kW),Duration (hours),Latitude,Longitude,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support,Unnamed: 38,Unnamed: 39,Latitude_North,Latitude_South,Longitude_East,Longitude_West,Elevation,Elevation_North,Elevation_South,Elevation_East,Elevation_West
1274,Disney Studios #2 - Ice Energy,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,8,0,34.1562013,-118.33,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.1612013,34.1512013,-118.325,-118.335,161.9431,162.4516296,158.483078,158.3652344,161.5002594
1275,Burbank Fire Station #16 #1 - Ice Energy,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,8,0,34.2006531,-118.31,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.2056531,34.1956531,-118.305,-118.315,295.569397,388.4728088,251.6587219,331.2504883,251.2375793
1276,Verdugo Recreation #1 - Ice Energy,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,8,0,34.1808392,-118.31,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.1858392,34.1758392,-118.305,-118.315,182.9450684,200.3469391,166.4019775,187.7433777,174.977951
1277,Burbank Water Reclamation Plant #1 - Ice Energy,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,8,0,34.1822817,-118.32,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.1872817,34.1772817,-118.315,-118.325,176.5135956,181.3049011,172.5161591,178.2421875,180.1792145
1278,Burbank Buena Vista Library #1 - Ice Energy,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,8,0,34.1639544,-118.33,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.1689544,34.1589544,-118.325,-118.335,167.0748138,172.0258331,162.343399,163.6062164,168.5380402
1279,1.5 MW - Austin Energy Kingsbury Substation,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Contracted,1500,0,30.267153,-97.74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,30.272153,30.262153,-97.735,-97.745,146.0256042,161.6455841,138.4974518,143.8725739,149.4587402
1280,3 MW - PG&amp;E Clarksville Substation- Western Grid,Electro-chemical,Zinc Air Battery,Zinc Air Battery,Contracted,3000,2,38.6779591,-121.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,38.6829591,38.6729591,-121.175,-121.185,53.70153427,52.43243027,69.01309967,80.30001831,44.42175293
1281,10 MW - PG&amp;E Molino Substation- Hecate Energy,Electro-chemical,Electro-chemical,Lithium-ion Battery,De-Commissioned,10000,2,38.4259473,-122.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,38.4309473,38.4209473,-122.825,-122.835,22.61437225,19.12572289,21.98316193,22.65276337,31.48700333
1282,1 MW - PG&amp;E Old Kearney Substation - Hecate Energy,Electro-chemical,Electro-chemical,Lithium-ion Battery,De-Commissioned,1000,2,36.6783938,-119.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,36.6833938,36.6733938,-119.925,-119.935,72.12580109,73.06611633,71.60162354,72.91300964,71.53595734
1283,PG&amp;E Mendocino Substation 1 MW Energy Storage System - Hecate Energy,Electro-chemical,Electro-chemical,Lithium-ion Battery,De-Commissioned,1000,2,39.258289,-123.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,39.263289,39.253289,-123.215,-123.225,229.812088,252.6536865,219.7174225,262.4624939,216.9782867
1284,RedFlow 300 kW Adelaide,Electro-chemical,Flow Battery,Zinc Bromine Flow Battery,Operational,300,2.2,-34.9286212,138.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,,-34.9236212,-34.9336212,138.605,138.595,44.71966934,44.44595337,44.03388596,46.48963547,42.98267365
1285,Rhode Hybrid Flywheel Energy Storage Plant - Schwungrad Energie 4 150kW units,Electro-mechanical,Flywheel,Flywheel,Operational,320,0.8,53.3499888,-7.1989629,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,53.3549888,53.3449888,-7.1939629,-7.2039629,95.55503845,86.24539185,86.47821808,96.87117767,105.0543365
1286,Chugach Multi-Stage Energy Storage System (MS-ESS) - 320 kW,Electro-mechanical,Flywheel,Flywheel,Contracted,320,0.8,61.1688233,-149.9106884,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,61.1738233,61.1638233,-149.9056884,-149.9156884,29.04697227,27.44082832,26.87481117,29.37735367,27.73495674
1287,UCSD Amber Kinetics 40 kWh Flywheel,Electro-mechanical,Flywheel,Flywheel,Announced/Never Built,25,0.62,32.8807318,-117.2401999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,32.8857318,32.8757318,-117.2351999,-117.2451999,128.0431366,127.8553009,122.6559753,111.4042053,116.9533691
1288,CSIRO Murchison Radio-astronomy Observatory (MRO) - EMC,Electro-chemical,Electro-chemical,Lithium-ion Battery,Operational,1000,2.5,-27.3985247,116.41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,,-27.3935247,-27.4035247,116.415,116.405,314,313.2469177,315.6497803,314,314.9868164
1289,Temecula Valley Unified School District - SolarCity,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,260,10,33.4936391,-117.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,33.4986391,33.4886391,-117.145,-117.155,307.131073,317.8500671,316.9671631,324.6496582,322.9529114
1290,Kathu 100 MW Solar Thermal Park,Thermal Storage,Molten Salt Thermal Storage,Molten Salt Thermal Storage,Announced,100000,4.5,-27.7,23.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,-27.695,-27.705,23.055,23.045,1235.893799,1234.762695,1230.333618,1236.312622,1229.020874
1291,"University of the Nations (Kona, Hawaii) - EnSync Energy (formerly ZBB Energy)",Electro-chemical,Electro-chemical,Electro-chemical,Announced,0,0,20,-156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,20.005,19.995,-155.995,-156.005,-427.6656189,-422.835083,-441.0501709,-429.8624878,-423.3563538
1292,Livermore Valley Performing Arts Center 30 kW Imergy Flow Battery,Electro-chemical,Flow Battery,Vanadium Redox Flow Battery,Announced,30,4,37.680208,-121.79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,37.685208,37.675208,-121.785,-121.795,136.8111572,134.7516174,138.1903687,138.6980438,132.8917999
1293,Long Island Community Microgrid Project - 5 MW / 25 MWh,Electro-chemical,Electro-chemical,Electro-chemical,Announced,5000,5,40.9634335,-72.18,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,40.9684335,40.9584335,-72.175,-72.185,7.166676044,9.687743187,3.794365883,7.425886154,11.97644043
1294,Hybrid Compressed Air Energy Storage and Thermal Energy Storage - UCLA - Southern California Edison,Electro-mechanical,Compressed Air Energy Storage,Compressed Air Energy Storage,Announced,0,0,34.055103,-117.7499909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.060103,34.050103,-117.7449909,-117.7549909,258.9607849,264.2622681,254.466507,260.8121643,257.7484741
1295,"Marsabit, Kenya 500 kW Flywheel - ABB",Electro-mechanical,Flywheel,Flywheel,Operational,500,0,2.3354966,37.9943453,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,2.3404966,2.3304966,37.9993453,37.9893453,1346.119751,1350.869141,1356.795898,1332.978394,1373.269287
1296,Borkum Island - Smart Grid Project - Netfficient,Electro-chemical,Electro-chemical,Electro-chemical,Operational,0,0,54,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,54.005,53.995,7.005,6.995,-30,-29.76560974,-29.60950089,-30,-29.79999924
1297,Inland Empire Utilities Agency (IEUA) - AMS,Electro-chemical,Electro-chemical,Lithium-ion Battery,Contracted,4000,2,33.965929,-117.67,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,,33.970929,33.960929,-117.665,-117.675,175.003479,179.3055267,168.7006073,175.8242645,175.7865448
1298,100 kW / 480 kWh - Ergon Energy - RedFlow,Electro-chemical,Zinc Bromine Flow Battery,Zinc Bromine Flow Battery,Contracted,100,4.8,-20.9175738,142.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,-20.9125738,-20.9225738,142.705,142.695,186,184.0536652,187,187.1275024,188.8002319
1299,500 kW / 3 MWh - Liverpool Wind and Energy Storage Project,Electro-mechanical,Compressed Air Energy Storage,Electrical-mechanical,Announced/Never Built,500,3,44.0570375,-64.6870236,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,44.0620375,44.0520375,-64.6820236,-64.6920236,20.82476234,17.78582954,17,23,5.284535408
1300,5 MW - WEB Aruba / Temporal Power (Phase 1),Electro-mechanical,Flywheel,Flywheel,Announced,5000,0,12.5092044,-70.0086306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,12.5142044,12.5042044,-70.0036306,-70.0136306,24.54276276,23.15320396,25.43886185,23.80379868,14.00835323
1301,400 MW Gordon Butte Pumped Hydro,Pumped Hydro Storage,Closed-loop Pumped Hydro Storage,Closed-loop Pumped Hydro Storage,Contracted,400000,0,46.457695,-110.31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,46.462695,46.452695,-110.305,-110.315,1469.753906,1457.499756,1456.358398,1475.874756,1469.073364
1302,"Red Hook (Brooklyn, NY) - NY Prize Microgrid",Electro-chemical,Electro-chemical,Electro-chemical,Announced,10000,0,41,-74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,41.005,40.995,-73.995,-74.005,11.47516632,15.77723312,13.80777359,10.85616493,10.37924004
1303,5 MW / 20 MWh - Ontario IESO - SunEdison / Imergy Flow Battery,Electro-chemical,Vanadium Redox Flow Battery,Vanadium Redox Flow Battery,Contracted,5000,4,51.253775,-85.32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,51.258775,51.248775,-85.315,-85.325,173.9089813,174.9407654,174,173,172
1304,Las Positas College EPIC Microgrid - Imergy / GELI,Electro-chemical,Vanadium Redox Flow Battery,Vanadium Redox Flow Battery,Announced,250,4,37.7108595,-121.8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,37.7158595,37.7058595,-121.795,-121.805,147.4549103,175.604126,134.9011688,164.1171417,139.6498566
1305,Yeongheung Wind-Farm Energy Storage System,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,4000,4,37.249147,126.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,,37.254147,37.244147,126.465,126.455,49.29063034,10.80496407,57.42136765,50.87007523,23.57419777
1306,Crimson Energy Storage - 450 MW,Lithium Ion Battery,Lithium-ion Battery,Lithium-ion Battery,Announced,450000,0,34.9664,-115.8058,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,34.9714,34.9614,-115.8008,-115.8108,496.7217407,507.8077087,490.6182861,500.5744629,492.4135132
1307,Daimler AG 15 MWh,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Under Construction,15000,1,52.4089418,9.67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,52.4139418,52.4039418,9.675,9.665,52.76376724,55.03681946,53.46706009,52.72875214,52.89344406
1308,Grossmont Union High School District ,Electro-chemical,Electro-chemical,Lithium-ion Battery,Announced,1850,4,32.7783843,-116.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,32.7833843,32.7733843,-116.985,-116.995,213.6551514,202.6389465,295.2232361,209.3546753,216.4996796
1309,Comed-Bronzeville-Demo,Electro-chemical,Flow Battery,Zinc Iron Flow Battery,Announced,1000,2,39.7817213,-89.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,39.7867213,39.7767213,-89.645,-89.655,183.4759064,184.098999,183.0080414,183.7979279,184.1650238
1310,Axion Power International-Sharon-12.5 MW ,Electro-chemical,Lead-acid Battery,Lead Carbon Battery,Announced,12500,1,41.2331116,-80.49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,41.2381116,41.2281116,-80.485,-80.495,306.3838501,329.2243652,296.5226746,325.5755005,304.4911804
1311,Multinational Telecommunications company- Imergy,Electro-chemical,Flow Battery,Vanadium Redox Flow Battery,Announced,625,4,-26.2041028,28.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-26.1991028,-26.2091028,28.055,28.045,1743.563599,1749.888062,1732.27417,1728.511963,1765.748901
1312,Marengo Project,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Under Construction,20000,0.25,42.2486332,-88.61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,42.2536332,42.2436332,-88.605,-88.615,253.646637,247.3898621,267.9778137,252.1392975,256.6245422
1313,Nextera Wyman,Electro-chemical,Electro-chemical,Electro-chemical,Announced,16200,0.5,43.8006208,-70.19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,43.8056208,43.7956208,-70.185,-70.195,26.39606476,20.77478027,30.97041893,26.26715088,36.12174606
1314,Madagascar Renewable Mini-Grids - Fluidic Energy,Electro-chemical,Zinc Air Battery,Zinc Air Battery,Announced,938,48,-18.8791902,47.51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-18.8741902,-18.8841902,47.515,47.505,1252.36084,1249.256592,1249.590576,1248.186768,1250.626831
1315,AGL 5MW/7MWh &quot;Virtual Power Plant&quot;-Australia,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,5000,1.4,-25.274398,133.78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-25.269398,-25.279398,133.785,133.775,398.6123962,396.3031311,411.9494324,401.5007324,399.5741272
1316,NYSERDA-EOS Microgrid,Electro-chemical,Metal Air Battery,Zinc Air Battery,Announced,250,4.3,41.5964825,-73.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,41.6014825,41.5914825,-73.905,-73.915,48.5120697,46.07569122,50.54097748,49.543396,45.54089737
1317,L&amp;T/eCamion-Anna University,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,125,2,13.0826802,80.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,13.0876802,13.0776802,80.275,80.265,6.056199551,4.548724174,5.846717358,5.854309082,7.270274162
1318,Non-Gong Substation ESS - 36 MW ESS - KEPCO / Kokam,Electro-chemical,Lithium Nickel Manganese Cobalt Battery,Lithium Nickel Manganese Cobalt Battery,Contracted,36000,0.37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.005,-0.005,0.005,-0.005,-3492,-3436.207031,-3561.817871,-3710.171631,-3266.726318
1319,Newtown Housing ,Electro-chemical,Lithium-ion Battery,Lithium Nickel Manganese Cobalt Battery,Operational,30,2,-34,151,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-33.995,-34.005,151.005,150.995,82.00318909,70.22145844,35.4732132,89.30173492,91.29882813
1320,Queens College-CUNY PV System,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,60,4,40.7127837,-74.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,40.7177837,40.7077837,-74.005,-74.015,12.30746841,6.125417709,12.97692204,13.41296959,6.003472328
1321,Milton-IESO,Electro-chemical,Flow Battery,Vanadium Redox Flow Battery,Contracted,2000,4,43.5245705,-79.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,43.5295705,43.5195705,-79.905,-79.915,211.1815491,213.0387573,209.2711639,208.5227051,210.7131653
1322,Drakes Landing-Solar Thermal Heating,Thermal Storage,Thermal Storage,Thermal Storage,Operational,1500,4,50.7254936,-113.97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,50.7304936,50.7204936,-113.965,-113.975,1052.663574,1081.77771,1048.268555,1049.819824,1052.46167
1323,Schneider Electric-Boston One,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,400,2.5,42.6583356,-71.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,42.6633356,42.6533356,-71.135,-71.145,54.03090668,46.89827728,47.84020996,54.50938797,26.73107529
1324,Campbell Industrial Park 8kW / 32kWh Flywheel ESS - Amber Kinetics &amp; Hawaiian Electric Company,Electro-mechanical,Flywheel,Flywheel,Operational,8,4,21.4389123,-158.0000565,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,,,21.4439123,21.4339123,-157.9950565,-158.0050565,164.9994049,170.2776337,154.0685425,168.5866699,101.8096695
1325,Electricit̩ de France (EDF) Paris Concept Grid Flywheel ESS,Electro-mechanical,Flywheel,Flywheel,Operational,0,0,48.3603526,2.8268921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,48.3653526,48.3553526,2.8318921,2.8218921,53.30500031,50.89650726,69.20939636,69.78845978,50.16916275
1326,Chugach Electric Association Microgrid Hybrid Storage - 2MW,Electro-mechanical,Flywheel,Flywheel,Announced,2000,0.25,61.2180556,-149.9002778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,61.2230556,61.2130556,-149.8952778,-149.9052778,33.16954803,6.441002846,27.88525963,29.99579048,16.40436745
1327,Monash University RedT 300kW / 1MWh Hybrid System ,Electro-chemical,Vanadium Redox Flow Battery,Vanadium Redox Flow Battery,Announced,300,3.33,-37.9153572,145.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,-37.9103572,-37.9203572,145.135,145.125,87.76290131,93.95384216,73.8478775,85.49066925,82.16329956
1328,Jiangsu Jintan National AA-CAES Demonstration Project - 60 MW,Electro-mechanical,Compressed Air Energy Storage,Compressed Air Energy Storage,Under Construction,60000,5,31.723247,119.597896,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,31.728247,31.718247,119.602896,119.592896,6.668234348,7.880314827,6.003278255,6.884721756,7.928528309
1329,Ireland/United Kingdom Hybrid Flywheel Battery - Schwungrad Energie Limited,Electro-mechanical,Flywheel,Flywheel,Announced,1000,0.2,52.585017,-2.057635,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,52.590017,52.580017,-2.052635,-2.062635,134.3124084,135.2953339,131.0238342,133.3927917,131.212326
1330,VRB High Performance Vanadium Redox Flow ,Electro-chemical,Flow Battery,Flow Battery,Under Construction,200,4.4,50.383743,7.6,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,50.388743,50.378743,7.605,7.595,72.0394516,70.25649261,72.17871857,72.72160339,73.44766998
1331,Nauly Community Solar + Storage ,Electro-chemical,Electro-chemical,Lithium-ion Battery,Operational,2000,0.5,-13.7128168,130.69,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,-13.7078168,-13.7178168,130.695,130.685,29.46767235,25.29415512,41.08747482,77.39963531,32.62929153
1332,Vistra Moss Landing Energy Storage - 300 MW,Lithium Ion Battery,Lithium-ion Battery,Lithium-ion Battery,Announced,300000,0,36.829514,-121.779089,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,,,36.834514,36.824514,-121.774089,-121.784089,6.39841938,6.155084133,6.093414307,5.172237873,13.44740582
1333,Razzler PV-Plus-Batteries For Energy Storage -12mW,Electro-mechanical,Lithium Nickel Manganese Cobalt Battery,Lithium Nickel Manganese Cobalt Battery,Announced,5000,2.4,36.441171,126.795959,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,36.446171,36.436171,126.800959,126.790959,86.40023804,84.8352356,86.98370361,105.6562119,85
1334,Kokam Lithium-Nickel-Manganese-Cobalt Oxide - 28mW,Electro-mechanical,Lithium Nickel Manganese Cobalt Battery,Lithium Nickel Manganese Cobalt Battery,Announced,8000,3.5,36.441171,126.795959,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,36.446171,36.436171,126.800959,126.790959,86.40023804,84.8352356,86.98370361,105.6562119,85
1335,Mt. San Antonio College Fully Buried Chilled Water TES Tank,Thermal Storage,Chilled Water Thermal Storage,Chilled Water Thermal Storage,Operational,0,0,34.0451762,-117.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.0501762,34.0401762,-117.845,-117.855,223.8788147,265.4066467,262.9222412,222.6622314,242.2402649
1336,Northeast Lakeview College TES Tank,Thermal Storage,Chilled Water Thermal Storage,Chilled Water Thermal Storage,Operational,0,0,29.5457967,-98.32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29.5507967,29.5407967,-98.315,-98.325,249.5657043,259.813324,237.8514709,248.5303497,246.4976196
1337,Arrow Canyon Solar Project - 200 Megawatt Solar Photovoltaic Project,Lithium Ion Battery,Lithium-ion Battery,Lithium-ion Battery,Announced,200,5,36.169202,-115.140597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,36.174202,36.164202,-115.135597,-115.145597,611.8078613,612.5093994,610.1522827,608.6467896,615.5280151
1338,Southern Bighorn Solar &amp; Storage Center - 300 Megawatt Solar Array,Lithium Ion Battery,Lithium-ion Battery,Lithium-ion Battery,Announced,300,4,36.169202,-115.140597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,36.174202,36.164202,-115.135597,-115.145597,611.8078613,612.5093994,610.1522827,608.6467896,615.5280151
1339,Gemini Solar + Battery Storage Project - 690 Megawatt Solar Photovoltaic Array,Lithium Ion Battery,Lithium-ion Battery,Lithium-ion Battery,Announced,690,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0.005,-0.005,0.005,-0.005,-3492,-3436.207031,-3561.817871,-3710.171631,-3266.726318
1340,"TICC 500 kW - An Hui, China",Electro-mechanical,Compressed Air Energy Storage,Compressed Air Energy Storage,Operational,500,1,31.352859,118.432941,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,31.357859,31.347859,118.437941,118.427941,7.986970901,7.620897293,6.159935951,7.248092651,6.9284482
1341,EasyStreet Data Center VYCON Flywheels - 800kW,Electro-mechanical,Flywheel,Flywheel,Operational,800,0,45.487062,-122.8037102,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,45.492062,45.482062,-122.7987102,-122.8087102,59.22655106,55.8086319,62.72450256,56.59512711,59.526474
1342,Bardzour Solar Farm and Storage Project,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Contracted,4500,2,-20.949347,55.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,-20.944347,-20.954347,55.315,55.305,62.43796921,47.67108154,74.02577972,64.3129425,57.14851379
1343,Pre-Commercial Liquid Air Energy Storage Technology Demonstrator - Highview Power Storage,Liquid Air Energy Storage,Liquid Air Energy Storage,Liquid Air Energy Storage,Under Construction,5000,3,53.5843377,-2.26,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,,53.5893377,53.5793377,-2.255,-2.265,119.6490784,111.2373581,123.9824219,122.9851913,123.6636734
1344,Ausgrid SGSC - ZEN 60kW BESS,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,60,2,-34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,-33.995,-34.005,0.005,-0.005,-4623.977539,-4625,-4621.314453,-4634.878418,-4613.055176
